Feed_Temp_C,Feed_Pressure_atm,Feed_x_Benzene,Num_Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate_kmol_h,xD_Benzene,xB_Toluene,Qc_kW,Qr_kW
68.95,1.41,0.6145,17,9,1.415,12.1,0.991,0.9683,609.31,668.62
37.9,1.78,0.5938,12,7,2.3584,11.33,0.998,0.9816,672.71,739.49
26.87,1.45,0.4537,16,7,3.1009,9.25,0.9901,0.995,723.54,786.27
40.74,2.41,0.3101,19,10,1.863,9.07,0.9535,0.995,594.25,670.2
60.7,1.39,0.6356,17,10,1.4351,14.88,0.9857,0.9739,640.62,700.83
28.09,1.64,0.3046,15,7,3.3561,10.6,0.9756,0.995,772.58,836.82
54.78,2.31,0.5815,19,10,2.9645,10.55,0.998,0.995,741.55,818.36
60.81,2.26,0.6881,18,10,3.9678,17.98,0.998,0.995,948.5,1021.92
45.05,1.28,0.4751,16,9,2.1641,9.88,0.9835,0.995,645.25,705.64
71.25,2.2,0.394,19,10,1.3729,9.48,0.956,0.9791,573.17,646.92
31.4,1.69,0.5819,14,6,3.2562,8.99,0.998,0.9934,742.42,805.8
29.51,1.72,0.6269,17,8,2.6609,13.8,0.998,0.995,732.45,798.92
68.69,1.2,0.5186,11,4,1.797,14.28,0.9811,0.995,676.82,731.74
54.73,1.12,0.6868,16,9,3.3888,11.65,0.998,0.9916,808.73,866.34
66.3,2.09,0.3207,13,5,1.7705,13.35,0.9487,0.995,657.18,730.34
51.09,1.74,0.5019,18,10,1.9299,15.88,0.9789,0.995,690.17,758.58
39.78,1.66,0.5874,10,4,1.4591,16.18,0.9877,0.9831,631.43,694.35
74.15,2.09,0.6451,16,7,2.3184,17.58,0.998,0.995,774.98,845.32
72.96,2.15,0.3717,15,7,2.373,16.24,0.9719,0.995,758.79,831.59
66.68,1.24,0.62,17,9,2.6408,13.65,0.998,0.9934,758.36,815.99
41.33,1.92,0.5211,14,6,3.1851,9.8,0.998,0.995,750.06,814.93
60.41,1.2,0.4586,10,5,3.7371,9.0,0.998,0.995,823.21,880.18
46.66,2.13,0.3527,10,5,1.5857,8.55,0.9571,0.995,565.32,637.79
30.49,1.99,0.6461,18,8,1.3522,14.67,0.9914,0.9684,599.03,670.95
80.04,2.43,0.3629,19,8,1.2519,16.08,0.9419,0.995,639.79,719.7
33.21,1.1,0.4239,15,9,1.6021,13.09,0.9666,0.995,606.06,662.86
82.01,1.09,0.416,19,10,3.0423,8.55,0.9802,0.995,754.87,812.29
51.76,1.42,0.6486,14,6,3.2369,13.35,0.998,0.995,806.79,870.06
